	erytrocyty	trombocyty	weight	name	hbver	ssn	relationship	er-cv	smoker	indicator	hematokrit	leukocyty	alp	hemoglobin	ast	alt	etytr
1104	6.43905	7.07688	48.72799	Paul Aguilar	8.51600	891-95-4340	divoced	53.59602	Y	1.00000	7.74515	5.11873	45.22105	7.93930	77.94256	1.19722	5.83566
1105	8.71600	7.55756	114.07021	Denise Smith	8.87341	820-05-6854	married	55.05399	no	0.00000	6.43745	6.79720	51.61535	7.84752	93.59865	3.52094	7.44778
1106	6.01171	8.68694	86.75412	Jessica Robinson	8.87890	546-01-8853	single	54.50759	Y	1.00000	6.11087	9.82178	78.61517	6.70556	68.76074	1.15284	7.22282
1107	8.18502	7.34005	32.97326	Susan Huffman	9.24514	377-75-2904	divoced	64.17382	no	0.00000	7.07491	8.84282	81.22611	6.79743	72.03156	2.44714	8.54783
1108	5.51507	8.26611	109.48149	Alexis Benjamin	4.98513	476-75-8468	single	36.38495	no	1.00000	8.41361	8.02251	86.54993	6.48007	84.46566	1.39040	7.38177
1109	10.40493	5.22694	130.11801	Christopher Morse	8.75535	692-41-3184	divoced	50.00489	no	0.00000	5.74524	6.71368	71.14344	5.17261	74.75847	16.78219	8.15493
1110	5.74306	7.21450	51.42567	Angela Potts	5.27604	409-59-5074	single	33.70603	no	1.00000	5.65538	7.16702	75.20844	7.05581	73.12817	0.98871	7.18201
1111	6.94335	6.77255	49.97397	Michelle Smith	4.31522	612-86-7341	single	57.25513	no	1.00000	8.69945	3.81185	96.18970	5.98036	79.70268	1.12645	5.23779
1112	5.03285	8.41510	60.93428	Stacy Mason	7.61830	313-54-4339	divoced	46.22628	Y	0.00000	5.90067	8.24674	93.46495	6.35980	67.42443	0.71684	6.81040
1113	5.26118	6.49770	71.36771	Lisa Erickson	6.56064	696-33-3436	single	78.19520	Y	1.00000	5.69906	9.18163	70.31438	7.21457	73.56360	0.92172	11.26355
1114	6.09675	7.37692	46.87850	Jeffrey Kim	4.21491	889-66-2170	nop	48.97666	no	1.00000	6.74718	6.55749	82.33707	6.86851	65.87619	1.00500	9.07483
1115	5.68157	7.37182	28.91629	James Hopkins	7.03303	269-47-6225	divoced	49.30202	no	0.00000	7.32395	8.74663	88.18441	6.37021	79.64916	1.16654	5.35629
1116	8.54979	6.40897	57.90555	Joseph Bean	7.89231	555-05-3090	separated	26.96359	yes	0.00000	7.05740	8.67589	87.60598	5.98592	73.88652	3.21062	7.21644
1117	10.27063	8.86848	75.06997	Melissa Martinez	7.91127	636-08-6747	separated	54.12009	no	1.00000	7.43766	8.68804	82.77353	5.81098	64.36259	14.68848	7.32612
1118	5.11088	7.75497	84.11882	Katie Vega MD	5.88887	571-18-2481	nop	48.17736	yes	1.00000	5.01517	8.27256	61.14496	7.49162	73.74209	0.87693	8.04391
1119	7.61544	5.50393	34.50405	Gary Lozano	4.07702	678-09-0952	divoced	63.89711	Y	1.00000	6.40421	7.08384	34.17241		67.35564	1.31958	9.34632
1120	3.64094	9.26386	25.06744	Mary Cortez	6.33452	691-13-3249	single	59.23828	no	1.00000	7.34674	8.21623	83.67619	6.88877	57.35763	0.57069	7.39061
1121	5.13876	6.57582	-8.95212	Tina Green	6.73099	770-30-7398	nop	55.81164	Y	0.00000	6.68431	9.33138	67.03644	7.25562	77.70685	1.07279	4.78954
1122	7.96008	5.56923	60.16786	Joyce Waters	7.58088	716-51-1752	widowed	59.98453	no	1.00000	6.87471	6.53335	89.11003	6.53120	72.75067	2.00144	6.09178
1123	5.34980	7.79919	84.51939	Thomas Coleman	4.99088	604-36-4124	widowed	49.71031	yes	1.00000	7.33872	7.97938	64.43784	7.26695	77.47288	1.01136	8.52311
1124	6.58449	7.60502	48.81827	Steve Kim	8.26612	341-53-5494	married	46.49845	Y	0.00000	8.14391	7.62434	59.62162	5.12903	86.54512	1.55543	5.39285
1125	8.22496	7.67674	113.68235	Heather Sosa	7.47957	419-21-3344	married	52.70119	no	0.00000	5.75409	7.81763	69.39035	7.19933	79.23313	2.76611	7.67915
1126	6.38164	6.50552	135.25983	Jake Richardson	4.95013	416-52-1213	divoced	35.54667	yes	1.00000	6.24558	7.69399	83.54532	5.96482	67.15814	0.87518	7.65402
1127	6.90698	9.05613	112.30646	Margaret Vaughan	6.05757	708-24-1779	single	44.21349	no	1.00000	6.38246	8.64322	86.56749	6.42886	65.83977	1.31826	7.48304
1128	6.35309	7.58725	123.27031	Nicole Brown DDS	6.10394	400-02-0891	divoced	53.16432	yes	0.00000	7.16310	7.41384	30.19764	8.41960	81.99968	1.23201	6.63026
1129	5.42180	7.78678	90.81099	Antonio Jones	5.38774	553-15-3540	married	71.83300	Y	1.00000	6.35767	8.11560	57.97222	7.68985	78.09686	1.03314	7.26902
1130	8.79685	7.39058	77.09807	Mitchell Walsh	9.32239	130-18-1050	widowed	65.16147	no	0.00000	7.21889	8.05899	37.81270	8.07018	65.90821	4.17006	8.21880
1131	9.37004	6.95951	63.16094	James Carter	7.72601	688-11-0721	divoced	54.86274	Y	0.00000	8.80276	9.57001	79.20800	6.51930	65.98296	6.72171	7.13284
1132	8.85066	6.56119	76.96607	Todd Miller	7.70421	894-84-1973	separated	70.03355	Y	1.00000	5.54151	6.76973	64.52591	7.35349	77.05933	4.26206	5.57310
1133	6.51832	7.21348	36.92224	Alec Horn	6.94238	223-72-1547	divoced	56.64973	no	0.00000	6.47981	8.85872	88.19440	6.46399	75.60587	1.18983	7.46152
1134	7.94385	7.09851	22.85789	Alexandra Flores	6.23732	344-95-1602	nop	82.35213	no	1.00000	7.40816	5.89654	34.67123	8.15796	74.23921	2.18599	5.60215
1135	3.68484	6.47537	48.44061	Patrick Young	4.39658	221-01-2630	widowed	59.27233	yes	1.00000	7.19584	7.26016	94.10722	6.42970	69.48827	0.95896	7.77879
1136	4.10399	8.33993	59.57243	Lindsey Rodriguez	5.22602	001-86-4902	married	50.21328	no	0.00000	6.16721	11.64986	88.25842	6.31699	62.43661	0.88107	5.05414
1137	8.12377	5.86443	60.30891	Leslie Oconnor	6.56513	811-46-9877	married	51.68154	no	0.00000	8.56987	7.03507	75.58571	7.01948	69.97883	2.56574	6.85858
1138	5.37492	8.43374	103.34656	Sabrina Page	4.72899	623-27-0936	nop	43.13168	yes	1.00000	7.91755	6.98887	90.45320	5.96605	75.51112	1.37397	8.29604
1139	7.01004	7.13552	-15.04262	Joshua Mccoy	7.43628	873-34-6698	nop	58.99653	no	0.00000	3.41974	9.71547	42.23420	8.12703	70.58771	1.00451	7.24743
1140	4.35805	6.37275	46.66322	Frank Higgins	4.09327	817-48-9966	divoced	67.42537	no	1.00000	7.42482	6.53745	83.29476	5.98450	82.44664	0.86218	6.99066
1141	8.39678	6.41967	134.61206	Jose Diaz	8.30658	114-92-2802	nop	36.12363	no	1.00000	6.43945	6.20107	71.53164	7.29112	71.67784	2.97963	6.32802
1142	9.41225	9.08419	115.09890	Antonio Perez	8.73003	293-99-1666	single	50.34604	Y	1.00000	5.85574	6.11600	80.93993	6.84361	76.13240	6.49525	5.55077
1143	7.38253	6.44037	43.05992	Kristina Velazquez	7.84950	688-92-3174	nop	51.48358	no	1.00000	6.31464	9.09922	38.08380	4.49204	78.48263	1.96103	7.44575
1144	7.13339	4.50735	70.52618	Larry Pierce	6.54682	172-18-5388	married	48.28739	no	1.00000	6.68830	5.25598	83.46370	6.64779	71.05820	1.28609	5.72594
1145	6.33864	5.80692	145.00069	Anita Ross	6.47946	843-27-5578	separated	41.59875	no	0.00000	8.15090	7.79044	94.37220	6.55836	78.74259	1.01784	6.39044
1146	6.50119	7.52521	56.35008	Michael Bell	9.73370	362-25-2270	divoced	32.05713	Y	0.00000	7.13494	5.60719	37.26109	8.14472	71.63369	0.98569	5.61840
1147	5.86620	7.06405	53.37162	Kathleen Valenzuela	5.20968	145-21-8991	married	40.43070	yes	1.00000	6.92496	7.20108	88.62848	6.17585	70.15372	0.98393	7.86421
1148	8.98552	7.62798	88.99929	Logan Schaefer	7.77813	304-27-5322	married	57.01852	no	1.00000	6.65767	6.02025	47.90914	7.74511	78.28301	4.81225	5.53212
1149	5.79774	6.13918	31.40032	Anna Norris	5.68167	268-75-9243	married	42.44203	yes	1.00000	7.73157	8.01253	46.40425	7.91895	71.97501	1.12595	7.13675
1150	5.22624	6.19961	44.81476	John Green	7.11145	159-67-4225	married	41.15153	Y	0.00000	7.53705	8.58954	88.58887	5.76200	71.69251	1.06081	6.14416
1151	5.55890	7.34081	66.07703	Michael Todd	4.86460	346-61-2924	married	72.54994	yes	1.00000	6.79580	7.94421	79.90637	7.24171	64.34606	1.00015	6.75559
1152	5.74550	6.99976	98.97599	Samantha Brown	7.42773	363-32-3801	divoced	56.42376	no	0.00000	5.46502	8.57948	83.77464	5.87603	76.08761	0.59502	5.10468
1153	5.15666	8.32251	31.44965	Tina Green	7.17332	770-30-7398	married	65.56540	no	0.00000	6.46480	9.25221	76.83119	7.28327	78.17125	0.86367	4.77886
1154	8.87547	7.88930	92.89809	Nicholas Wood	9.43818	598-55-4974	married	84.96528	Y	0.00000	7.69406	7.20777	84.51808	6.05853	79.95521	4.11284	6.52598
1155	4.13280	5.86123	94.19641	Brittany Taylor	4.73217	160-92-5972	separated	43.57401	no	1.00000	7.76506	7.35572	83.16691	5.91189	74.32682	0.98982	9.56388
1156	5.01690	6.38799	81.38820	Michelle Gallagher	6.89217	651-60-9685	separated	70.73399	Y	0.00000	6.44937	9.46229	85.49618	6.20707	68.36150	0.87103	5.99980
1157	8.85834	6.99894	41.88310	Kevin Stanton	6.16313	477-67-9033	single	71.80606	yes	1.00000	7.55818	5.89933	75.18563	7.22153	84.73829	4.03258	5.63943
1158	9.54706	7.55592	145.66982	John Hayes	9.56823	819-76-3068	nop	49.61256	no	1.00000	6.64658	7.38401	61.66295	7.45494	71.86950	7.69496	5.88480
1159	6.38036	7.63732	100.99530	James Smith	8.57278	377-21-4622	married	88.18866	no	1.00000	5.38275	7.56183	84.09896	6.74843	79.68402	0.94983	5.62653
1160	5.32716	6.99437	115.50776	Alejandro Odonnell	8.40517	865-31-1396	married	57.20895	yes	1.00000	6.52449	9.18277	74.55256	6.94544	66.03347	0.15498	8.52694
1161	5.66045	5.25614	99.08914	Gina Martinez	6.60013	720-23-9803	nop	69.07714	Y	0.00000	6.87218	8.14833	66.43747	7.32268	74.92889	0.72310	7.85932
1162	8.20660	8.10598	107.80770	Logan Riley	9.56502	081-27-5922	separated	57.93196	no	1.00000	6.79134	6.05533	65.80629	7.54936	68.44262	2.53773	5.82503
1163	7.01749	7.21008	85.30422	Jill Rivera	8.33156	137-71-9826	married	41.23020	N	0.00000	6.17177	7.60895	79.43368	5.78869	66.96448	1.58602	8.12086
1164	7.26241	8.86753	46.91512	David Riley	7.29065	250-51-1388	divoced	54.98787	yes	0.00000	8.26263	8.01719	78.99898	7.03414	74.71373	1.17109	7.36175
1165	7.35977	7.34969	77.38717	William Greer	9.93526	425-77-0940	widowed	55.42060	no	1.00000		4.54316	88.21192	6.36074	78.88148	1.62244	4.74802
1166	6.52313	7.06757	48.39495	Michael Flynn	8.23212	330-94-1582	divoced	40.28879	N	1.00000	6.66057	9.56699	26.63610	8.39166	77.16282	0.92616	9.10667
1167	4.36686	7.42533	36.83386	Nicholas Lee	5.75574	220-29-8374	divoced	46.96117	no	1.00000	5.22466	8.45318	84.74570	6.64525	77.86269	0.63093	8.61681
1168	7.57796	7.56412	83.27687	Gabriela Hopkins	8.77744	356-29-5644	divoced	66.65954	no	1.00000	6.85302	5.47225	60.13523	7.69747	76.24903	1.56088	5.35078
1169	8.61225	7.02667	53.84344	Douglas Monroe	4.97214	717-36-6848	divoced	53.17333	no	1.00000	5.27880	5.48719	84.99819	6.55650	68.71555	3.33792	5.74154
1170	9.18314	6.60951	90.79774	James Edwards	5.72444	298-75-7776	single	76.53883	Y	1.00000	7.80442	4.54717	86.17446	6.56361	72.43070	5.37495	5.41532
1171	6.74612	6.61255	45.35737	John Phillips	7.11826	847-06-4515	single	65.13628	Y	0.00000	7.41064	9.00964	26.43438	8.64966	85.64732	1.47615	7.45865
1172	6.81749	7.51746	78.74113	Julie West	5.18173	021-85-4055	married	46.47763	yes	1.00000	7.51532	7.53773	83.68916	6.76417	68.78415	1.50595	8.95492
1173	7.81230	8.35022	97.00815	Christopher Clark MD	7.17760	667-61-5587	widowed	44.99422	no	0.00000	6.69976	7.67853	76.45292	7.07524	68.01444	2.14972	6.78753
1174	7.30990	6.23564	39.63147	Taylor Nicholson	11.57528	012-96-4727	single	49.90501	yes	1.00000	6.29813	5.13351	73.36279	5.38451	75.53192	1.31303	5.17281
1175	8.85795	7.26960	23.87235	William Miller	7.63152	072-76-6374	divoced	39.86343	no	1.00000	6.73867	6.82850	87.59252	6.53405	76.25127	4.16639	6.08210
1176	5.75572	7.37822	58.60369	Alan Bradford	8.02163	011-43-5963	single	48.54791	no	1.00000	3.94707	9.33550	69.56894	5.49733	81.77651	1.33260	7.94949
1177	5.31439	7.01846	63.75227	Michael Bradford	4.64988	842-98-8892	divoced	67.54641	Y	1.00000	5.25423	7.99252	48.49394	7.84411	76.30155	1.14517	8.14766
1178	5.86198	6.53296	30.98422	Stephen Robinson	7.10410	160-56-5531	married	61.41122	no	1.00000	6.30290	9.05769	74.71672	5.37171	80.68978	1.23047	6.86126
1179	6.08315	6.18656	81.86904	Jerry Clark MD	4.57999	095-40-5601	divoced	56.39633	yes	1.00000	7.07331	7.11676	84.03034	6.74996	75.85730	1.11847	7.17641
1180	6.09426	7.69629	85.26661	William Miller	7.13005	815-97-2545	married	53.11557	no	1.00000	6.74243	3.96268	84.61920	6.55866	76.32449	0.49591	5.27672
1181	5.06558	5.58129	28.21201	Amy Rodriguez	8.42762	882-86-4672	nop	27.39161	no	0.00000	6.28181	7.40557	87.36212	6.30146	76.06357	0.93711	6.83441
1182	5.25097	5.73896	75.94755	Patrick Bailey	6.68859	222-66-7724	single	47.23287	Y	1.00000	6.20595	9.17129	81.92054	6.40440	66.34535	1.18845	9.19455
1183	4.94653	7.46097	62.43676	Thomas Patton	6.34825	633-47-9576	single	32.95652	no	1.00000	5.79368	8.25116	73.13171	6.80560	68.94222	1.08815	6.48393
1184	5.59943	6.21044	82.33220	Diana Foster	6.77317	151-46-2785	divoced	54.89219	yes	1.00000	7.03632	8.85675	54.87673	7.77939	69.75057	0.92004	9.56232
1185	8.09709	6.34363	68.25332	Joe Moore III	9.40925	623-96-8174	widowed	48.97295	yes	0.00000	7.14324	7.89651	85.13376	6.68680	82.31546	2.23181	8.88259
1186	7.99090	6.16791	59.02367	Penny Fernandez	8.57096	050-22-3025	widowed	47.75343	no	0.00000	6.77396	8.76866	54.59996	7.63925	64.14321	1.74931	9.24428
1187	8.60661	5.33843	85.73559	Robert Rivera	9.31948	404-93-3565	single	54.82724	no	1.00000	7.21154	6.89665	67.14468	7.26098	59.25274	3.41665	6.57046
1188	5.18192	6.03439	-5.79796	Phyllis Gilbert	7.64700	104-37-6041	single	36.76575	no	0.00000	9.48569	8.30993	89.48225	5.74731	70.20530	0.95262	4.80350
1189	7.59362	6.11573	121.99194	Jessica Carson	8.54730	671-57-0941	divoced	65.32084	yes	0.00000	6.78869	8.09549	64.77869	7.45739	82.45266	1.59729	9.16378
1190	7.51860	8.25562	-1.55166	Nicole Strickland	5.88096	680-06-3511	single	61.75085	no	0.00000	5.60918	4.64585	85.93310	5.99372	83.62010	1.89054	5.36071
1191	5.50424	5.45616	47.98071	Nicholas Reilly	8.97911	160-32-9840	married	44.12187	no	1.00000	6.94841	2.60395	93.02186	6.24145	74.94652	1.03865	3.91819
1192	6.37700	5.67265	65.55975	Jessica Haley	7.77510	894-74-0891	divoced	42.57315	no	0.00000	7.29618	7.92098	85.17886	5.84032	79.07954	1.30144	4.87543
1193	5.54071	7.75180	63.59363	Amy Thompson	5.22757	344-31-7652	single	51.27092	yes	1.00000	5.59128	7.84396	78.00556	5.72629	70.41842	0.59742	7.41408
1194	5.81852	7.15011	54.55944	Steven Williamson	5.86344	261-87-2970	nop	55.34803	no	1.00000	6.82603	8.76420	4.31947	9.11762	78.11180	0.74586	8.79522
1195	11.04995	5.52948	108.09018	Erica Christian	7.89851	451-13-6854	widowed	64.55142	N	1.00000	6.54586	8.83004	80.89253	5.86929	75.40312	31.11427	7.10173
1196	3.97519	5.49538	65.89181	Tanya Moss	5.44081	665-13-3832	single	50.20683	no	1.00000	7.39016	8.31668	82.39807	6.92873	70.51785	0.95004	8.29332
1197	4.58792	5.71523	92.82456	Ryan Dixon	5.78843	469-63-5773	married	28.02675	no	1.00000	7.66354	7.94246	32.47037	8.22106	63.97330	0.84557	5.29811
1198	6.04183	6.85612	71.36307	Brian Livingston	8.71362	003-85-3226	divoced	47.98976	no	0.00000	7.26851	7.39802	76.24429	7.09978	71.72787	1.04298	5.67463
1199	9.03516	6.17024	95.13715	Mark Diaz	7.10900	337-49-9467	separated	53.62422	no	1.00000	5.76225	6.22743	36.23535	8.19001	72.46918	5.03261	6.20257
1200	8.29941	5.66044	81.55337	Deborah Harvey	6.75537	326-20-8000	married	44.54468	no	1.00000	6.72119	4.80628	70.70876	7.20642	70.02447	2.45709	5.59615
1201	5.63414	7.52267	44.62268	Whitney Daniel	6.72363	805-44-5128	married	46.19681	yes	1.00000	7.47787	8.73308	74.25800	5.56748	78.10196	0.45997	6.82904
1202	6.37301	7.24687	72.88314	Leah Kim	5.77440	781-32-5660	nop	53.51272	Y	1.00000	8.86934	7.68109	77.21765	6.79570	62.78527	0.78733	7.81554
1203	7.21011	7.28895	57.52586	Martin Simmons	9.72784	645-97-0327	divoced	56.32812	N	1.00000	6.64356	5.20720	84.05351	6.40115	88.65705	1.37448	4.93635
1204	5.52726	7.68545	137.83504	Matthew Payne	5.25284	853-83-4003	single	53.15618	Y	1.00000	5.50704	7.66098	75.11715	7.09685	74.63394	0.95992	8.52961
1205	6.64891	5.63125	51.93159	Lori Lawson	7.60185	802-28-9085	nop	47.54134	no	0.00000	7.38715	8.99921	46.29265	7.98662	72.05852	0.88517	7.75291
1206	5.00725	7.53343	93.09747	Jerry Gonzalez	6.06232	239-75-5547	widowed	54.55336	Y	1.00000	7.00058	7.88689	91.17971	6.69563	82.23420	0.86759	7.78033
1207	4.56585	6.76837	76.65644	Gary Conner	5.61973	438-80-1825	single	44.47743	yes	1.00000	6.26364	7.60016	20.05549	8.78606	71.71982	1.01956	9.02414
1208	6.51295	6.76563	141.03253	Andrew Hutchinson	6.33579	157-07-5057	widowed	62.74489	yes	0.00000	9.10964	7.36802	91.14568	6.72210	74.72574	1.18825	7.07546
1209	5.32211	6.64603	153.37048	Reginald Adams	5.66222	149-95-4196	married	70.11009	no	1.00000	7.09392	8.28080	89.16797	6.78829	87.54639	0.96410	10.25388
1210	5.59087	7.88664	163.09025	Karen Reynolds	6.55432	404-41-6139	separated	65.56670	yes	1.00000	4.88933	8.01581	88.41440	5.82989	82.45177	0.89042	8.09480
1211	6.20452	6.35480	63.56404	Larry Wood DDS	7.02527	189-11-0191	married	26.39123	no	0.00000	6.96052	8.97870	83.63760	6.60273	100.00000	0.94865	4.95429
1212	6.23264	4.94508	80.34711	Patty Alvarez	8.16214	219-01-3455	separated	61.51640	Y	0.00000	5.83822	7.91187	56.98777	7.54480	72.58463	0.78433	6.36157
1213	9.41546	6.75907	19.68304	Brian Ali	7.68185	728-08-2705	widowed	40.51182	no	1.00000	7.21434	6.01736	53.27426	7.79751	75.72029	6.85340	5.98859
1214	5.52574	6.85255	-11.22860	Gerald Manning	7.26564	573-43-6481	single	76.95729	yes	1.00000	6.59133	8.81137	53.39931	7.79695	74.97126	0.93862	8.38481
1215	4.15480	7.34166	56.73282	Mike Thompson	6.31459	005-69-2106	nop	34.87579	yes	1.00000	5.71882	8.64673	83.98333	6.58378	74.16146	0.99797	7.93012
1216	7.06795	5.97833	92.41361	William Smith	6.34283	095-76-8558	divoced	46.43866	no	1.00000	7.54963	8.61040	65.89097	7.45208	63.86570	1.67745	7.04798
1217	5.05430	8.37269	90.00368	Vanessa Silva	8.68689	489-90-3585	married	57.99527	no	0.00000	6.86569	6.67390	81.65017	6.68634	74.56941	1.28104	6.23968
1218	6.03338	5.87828	58.42061	James Carter	7.07241	688-11-0721	nop	39.06846	yes	1.00000	6.37477	8.83532	78.88455	6.85937	71.87452	1.22756	9.34229
1219	5.63490	6.86006	99.61317	Christopher Thompson	6.88557	195-59-9346	single	63.83158	no	0.00000	6.46197	9.60567	30.58839	8.27057	70.25066	1.23213	5.19119
1220	3.75238	7.69310	105.01155	Chad Jones	6.54248	641-71-8066	married	49.41411	no	1.00000	7.91306	8.68382	61.79355	7.57923	83.36537	0.94229	7.72304
1221	6.09109	5.53904	55.21862	Jerry Gonzalez	5.07521	239-75-5547	separated	55.84968	no	1.00000	4.98515	8.42087	63.99980	5.25394	79.17565	1.21224	5.88949
1222	6.91598	7.37527	83.28608	Andrew Campbell	8.07774	428-71-7573	divoced	70.97981	no	1.00000	7.31784	5.17036	73.44014	5.46304	75.88862	1.23871	5.48074
1223	6.91345	8.36597	84.34691	Kyle Santiago	5.63668	389-87-8554	single	44.61722	no	0.00000	7.22954	7.12113	54.54988	7.72207	74.89996	1.17265	5.82966
1224	9.30737	6.17440	45.12134	Samuel Schwartz	10.97466	094-12-0566	married	54.87831	yes	0.00000	7.59722	7.30706	83.30870	6.60583	67.75982	5.88740	10.41797
1225	6.12587	6.44113	67.09699	Joseph Bean	6.75052	555-05-3090	single	51.41324	no	0.00000	6.60078	9.79629	79.28347	6.75530	64.42621	0.80661	4.84814
1226	5.66994	7.11484	80.49635	Olivia Walker	6.53279	590-21-3539	married	59.75674	Y	1.00000	6.30145	8.91991	55.75477	7.68820	70.60838	0.64111	6.36938
1227	5.22235	6.46680	76.95643	Melanie Ingram	7.76772	059-30-5735	single	31.80218	yes	0.00000	8.84673	8.25130	73.02861	7.05987	84.67467	0.60318	5.05698
1228	9.93010	6.93110	81.62313	Karen Reynolds	7.55244	404-41-6139	separated	51.06244	no	1.00000	7.54621	7.42021	81.49090	6.73011	72.65295	10.90488	5.95489
1229	5.50254	5.98640	64.71761	Joseph Briggs	9.17798	660-43-7625	widowed	60.64723	Y	0.00000	6.38527	6.41638	78.92555	6.87992	69.68662	1.04072	7.59412
1230	5.12379	7.81966	67.26119	Marcus Simmons	6.22458	846-93-1815	single	54.53119	yes	0.00000	8.67733	10.24443	73.03059	7.26637	89.34293	1.01228	5.38457
1231	8.01275	6.48187	147.59857	Alexandra Brown		366-23-3888	divoced	51.56802	no	0.00000	7.35488	7.21706	16.51800	9.48272	66.21690	2.29781	8.72285
1232	7.97882	4.48600	88.83989	Christian Sellers	7.63086	513-24-4442	divoced	44.10421	no	0.00000	6.66297	8.51028	25.43278	8.69772	66.81539	2.18974	7.54344
1233	7.78420	6.09513	76.75051	Deborah Hernandez	7.96731	266-18-5204	single	51.96188	no	1.00000	6.62432	5.50446	77.75930	5.51357	67.27733	2.13869	5.91963
1234	6.54894	7.22679	-15.73123	Shane Chavez	7.66380	667-45-2532	married	42.08763	no	1.00000	8.16957	5.06040	75.02953	5.51444	70.65709	1.01551	5.49907
1235	7.49497	7.03267	88.06491	Kylie Morales	10.16013	683-33-7964	married	70.62326	Y	0.00000	5.34111	9.44801	82.72621	5.84570	76.94029	1.52070	9.39377
1236	6.47481	7.62937	58.00887	Carrie Phillips	5.61631	818-93-9790	nop	72.58252	yes	1.00000	6.86935	7.34216	62.47777	5.11548	74.13405	1.07091	7.50622
1237	7.85231	7.80445	118.77977	Susan Jackson	9.44938	030-49-1000	married	64.33784	Y	1.00000	4.56531	4.57389	87.03166	6.57736	67.77202	1.89551	4.65768
1238	5.51270	7.44829	65.17307	Travis Jones		626-49-5131	separated	57.93714	no	1.00000	7.28558	8.11164	64.64627	7.33390	76.23069	0.77444	8.13082
1239	6.21922	5.77551	132.67030	Rebecca Carson	6.94220	078-53-4677	divoced	57.98741	Y	1.00000	7.48224	8.12878	43.75517	7.92510	75.46719	1.31234	8.30990
1240	8.13840		85.95166	Bryan Martin	7.50551	324-75-0305	divoced	62.94915	yes	1.00000	5.74250	6.08698	81.32278	6.68957	74.26555	2.63446	6.00506
1241	6.91502	6.91486	84.77039	Jacob Kelly	5.40117	432-31-9029	married	61.63658	no	1.00000	7.04928	8.32333	82.41350	6.05104	71.23914	0.78997	8.31412
1242	6.68519	8.50912	74.46176	Rachel Morris	11.02353	288-22-1555	married	45.46082	no	1.00000	5.85214	4.82271	78.86487	6.81731	77.87991	1.13125	5.19070
1243	5.36582	5.48489	55.22379	Philip Compton	7.71045	809-77-8425	married	43.75111	no	0.00000	6.74631	8.56982	77.28093	6.78779	78.13558	1.00389	5.39770
1244	7.10682	7.56946	21.35932	Sergio Jacobson	6.63544	536-33-6796	married	50.72926	no	0.00000	6.25437	8.00778	79.53053	5.54448	72.23854	1.31594	6.34486
1245	7.11758	5.99343	66.15770	Karen Tucker	6.34001	090-90-4392	divoced	62.60041	no	1.00000	7.19441	4.97632	68.07431	7.34955	63.41693	1.51031	5.36870
1246	5.03534	5.26825	39.80947	Richard Simmons	5.05874	736-68-2550	divoced	47.92670	Y	1.00000	8.37801	7.31854	75.18221	7.00480	80.71834	0.60151	7.63571
1247	7.55438	7.74841	84.21052	Tracy Johnson DDS	6.80411	699-92-7397	married	62.93029	Y	0.00000	7.08905	7.56590	87.03981	6.49671	67.37986	1.47458	7.19549
1248	7.75459	7.65195	120.73568	Ashley Martinez	9.41851	201-71-4112	married	63.77325	no	1.00000	6.15618	5.74953	84.07585	6.00744	75.74658	1.77874	5.54562
1249	7.98448	6.39158	90.95001	Antonio Perez	8.23258	293-99-1666	separated	64.56142	yes	1.00000	6.38932	3.99794	82.55342	5.63164	77.71794	2.39742	4.99389
1250	5.61545	7.60449	51.54286	Christopher Nguyen	8.02568	457-61-4311	divoced	70.54609	no	0.00000	8.17018	7.80581	84.21268	6.67173	76.96056	1.38281	5.12054
1251	4.99827	6.86696	90.93154	Bradley Faulkner	4.94466	285-47-2386	married	56.93491	no	1.00000	4.81323	7.67436	81.85073	6.73914	73.30519	1.24429	6.61843
1252	4.58982	6.48620	73.92691	Michael Marsh	6.97785	621-30-2876	married	54.78322	no	1.00000	6.50125	8.98420	77.16337	5.85774	64.10719	0.48203	7.44955
1253	7.62509	7.30197	114.64476	Nancy Odom	9.40636	754-54-2392	single	75.74542	no	1.00000	7.36118	5.62603	53.47333	7.72377	74.13890	1.76035	5.73212
1254	10.33965	7.53551	94.19379	Shane Chavez	7.64758	667-45-2532	single	71.71274	no	1.00000	7.04683	8.03655	75.05451	7.21222	77.15426	15.82041	7.08475
1255	4.90482	7.17407	59.57913	Heather Johnson	4.19386	497-68-0269	divoced	72.47903	Y	1.00000	8.75097	7.59540	63.35151	5.25104	71.76851	0.80285	9.08410
1256	6.87389	7.01426	5.26006	Kristi Martin	7.82535	505-26-7313	single	47.67742	no	1.00000	6.43197	5.08383	84.75109	6.09202	64.07175	1.12947	5.50799
1257	5.89280	6.38726	65.30141	Randy Davis	5.97751	896-10-6782	married	47.49548	yes	1.00000	6.66698	7.47747	16.80120	8.82892	66.97216	0.83363	8.08708
1258	5.81496	8.09903	42.07259	Juan Harvey	8.54673	330-88-8673	divoced	58.51850	no	0.00000	6.90870	6.93546	80.10753	6.79209	76.25788	0.86446	5.76433
1259	5.37799	8.09498	17.98943	Gwendolyn Meyer	7.41144	809-69-4870	divoced	67.69401	no	0.00000	7.67441	8.75269	62.74778	7.34082	68.70151	0.78272	5.27926
1260	4.88068	6.71933	78.23636	Zachary Deleon	5.80405	718-49-0773	nop	58.38165	yes	1.00000	6.16224	6.96389	55.83772	7.75230	68.65816	0.95808	7.02456
